short_name	long_name
PWY-5024	arginine degradation XI
ARGDEG-III-PWY	arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)
ILEUDEG-PWY	isoleucine degradation I
PWY-5078	isoleucine degradation II
HYDROXYPRODEG-PWY	4-hydroxyproline degradation I
PWY-5159	4-hydroxyproline degradation II
ASPARAGINE-DEG1-PWY	asparagine degradation I
PWY-4002	asparagine degradation II
GLYCLEAV-PWY	glycine cleavage
PWY-5079	phenylalanine degradation III
PHENYLALANINE-DEG1-PWY	phenylalanine degradation I (aerobic)
PWY-7158	phenylalanine degradation V
ANAPHENOXI-PWY	phenylalanine degradation II (anaerobic)
PWY-6318	phenylalanine degradation IV (mammalian, via side chain)
PWY-701	methionine degradation II
METHIONINE-DEG1-PWY	methionine degradation I (to homocysteine)
PWY-5082	methionine degradation III
CITRULLINE-DEG-PWY	citrulline degradation
OCTOPINEDEG-PWY	octopine degradation
ORN-AMINOPENTANOATE-CAT-PWY	ornithine degradation I (proline biosynthesis)
NOPALINEDEG-PWY	nopaline degradation
PWY-5029	imidazole-lactate degradation
PWY0-981	taurine degradation IV
PWY-1264	taurine degradation II
TAURINEDEG-PWY	taurine degradation III
PWY-1263	taurine degradation I
VALDEG-PWY	valine degradation I
PWY-5057	valine degradation II
TYRFUMCAT-PWY	tyrosine degradation I
PWY3O-4108	tyrosine degradation III
PWY-5151	tyrosine degradation II
PWY-6423	hemoglobin degradation
PWY-6018	seed germination protein turnover
PWY-5988	wound-induced proteolysis I
P661-PWY	dibenzo-p-dioxin degradation
PWY-741	p-cymene degradation to p-cumate
P343-PWY	resorcinol degradation
PWY-6185	4-methylcatechol degradation (ortho cleavage)
PWY-6941	sterene degradation
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation
2ASDEG-PWY	orthanilate degradation
PWY-7009	2,2-dihydroxybiphenyl degradation
PARATHION-DEGRADATION-PWY	parathion degradation
PWY-6343	ferulate degradation
PWY-6532	diphenylamine degradation
PWY-7011	2-isopropylphenol degradation
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation
PWY-5489	methyl parathion degradation
4-HYDROXYMANDELATE-DEGRADATION-PWY	4-hydroxymandelate degradation
PWY5F9-12	biphenyl degradation
PWY-5427	naphthalene degradation
PWY-6210	2-aminophenol degradation
PWY-6223	gentisate degradation
PWY-7081	4-aminophenol degradation
PWY-7006	4-amino-3-hydroxybenzoate degradation
PWY-481	ethylbenzene degradation (anaerobic)
P662-PWY	dibenzofuran degradation
PWY-6781	chlorogenic acid degradation
M-CRESOL-DEGRADATION-PWY	m-cresol degradation
4TOLCARBDEG-PWY	4-toluenecarboxylate degradation
PWY-6533	aniline degradation
PWY-5450	benzene degradation
P342-PWY	orcinol degradation
PWY-5169	cyanurate degradation
PWY-6184	methylsalicylate degradation
PWY-721	3-methylquinoline degradation
PWY-2421	indole-3-acetate degradation to anthranilate
PWY-7002	4-hydroxyacetophenone degradation
PWY-6340	5,5-dehydrodivanillate degradation
PWY-5490	paraoxon degradation
PWY-681	dibenzothiophene desulfurization
P345-PWY	aldoxime degradation
PWY-7008	2-hydroxybiphenyl degradation
PWY-6550	carbazole degradation
PWY-5163	p-cumate degradation to 2-oxopent-4-enoate
PWY-7010	2-propylphenol degradation
PWY-142	m-xylene degradation (anaerobic)
PWY5F9-3233	phthalate degradation
TOLUENE-DEG-DIOL-PWY	toluene degradation to 2-oxopent-4-enoate (via toluene-cis-diol)
PWY-81	toluene degradation to benzoyl-CoA (anaerobic)
TOLUENE-DEG-4-OH-PWY	toluene degradation to protocatechuate (via p-cresol)
TOLUENE-DEG-3-OH-PWY	toluene degradation to 2-oxopent-4-enoate (via 4-methylcatechol)
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate
TOLUENE-DEG-2-OH-PWY	toluene degradation to 2-oxopent-4-enoate I (via o-cresol)
PWY-1381	fluorene degradation II
FLUORENE-DEG-9-ONE-PWY	fluorene degradation I
DESULFONATION-PWY	benzenesulfonate degradation
PWY-6041	4-sulfocatechol degradation
PWY-5165	4-toluenesulfonate degradation II
TOLSULFDEG-PWY	4-toluenesulfonate degradation I
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)
PWY-6336	protocatechuate degradation III (para-cleavage pathway)
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate
PWY-6080	4-ethylphenol degradation (anaerobic)
PWY-7046	4-coumarate degradation (anaerobic)
PWY-1341	phenylacetate degradation II (anaerobic)
PWY0-321	phenylacetate degradation I (aerobic)
PWY-5418	phenol degradation I (aerobic)
PHENOLDEG-PWY	phenol degradation II (anaerobic)
PWY-6534	phenylethylamine degradation II
2PHENDEG-PWY	phenylethylamine degradation I
PWY-5487	4-nitrophenol degradation I
PWY-5488	4-nitrophenol degradation II
PWY-5636	2-nitrophenol degradation
PWY-5170	melamine degradation
PWY-5726	deethylsimazine degradation
PWY-5171	N-cyclopropylmelamine degradation
PWY-5731	atrazine degradation III
P141-PWY	atrazine degradation I (aerobic)
PWY-5727	atrazine degradation II
PWY-5691	urate degradation to allantoin
PWY-6419	shikimate degradation II
SHIKIMATEDEG-PWY	shikimate degradation I
PWY-1501	mandelate degradation I
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)
PWY-1361	benzoyl-CoA degradation I (aerobic)
P321-PWY	benzoyl-CoA degradation III (anaerobic)
PWY-6085	2,4-dichlorophenoxyacetate  degradation
PWY-6200	2,4,5-trichlorophenoxyacetate degradation
PWY-6197	chlorinated phenols degradation
PWY-6086	4-chloro-2-methylphenoxyacetate degradation
PWY-6107	chlorosalicylate degradation
PWY-6102	5-chloro-3-methyl-catechol degradation
PWY-6178	2,4,6-trichlorophenol degradation
PWY-6221	2-chlorobenzoate degradation
PWY-6217	3,4-dichlorobenzoate degradation
PWY-6215	4-chlorobenzoate degradation
PWY-6216	3-chlorobenzoate degradation II (via protocatechuate)
PWY-6228	3-chlorobenzoate degradation III (via gentisate)
PWY-6088	3-chlorobenzoate degradation I (via chlorocatechol)
PWY-6103	3-chlorotoluene degradation I
PWY-6104	3-chlorotoluene degradation II
PWY-6192	3,4-dichlorotoluene degradation
PWY-6190	2,4-dichlorotoluene degradation
PWY-6191	2,5-dichlorotoluene degradation
PWY-6083	chlorobenzene degradation
PWY-6081	1,3-dichlorobenzene degradation
14DICHLORBENZDEG-PWY	1,4-dichlorobenzene degradation
PWY-6099	1,2,4,5-tetrachlorobenzene degradation
PWY-6091	1,2,4-trichlorobenzene degradation
PWY-6090	1,2-dichlorobenzene degradation
PWY-6087	4-chlorocatechol degradation
PWY-6094	3,4,6-trichlorocatechol degradation
PWY-6093	3,4-dichlorocatechol degradation
PWY-6084	3,5-dichlorocatechol degradation
PWY-6193	3-chlorocatechol degradation II (ortho)
PWY-6214	3-chlorocatechol degradation III (meta pathway)
PWY-6089	3-chlorocatechol degradation I (ortho)
PWY-5428	m-xylene degradation to m-toluate
PWY-5429	p-xylene degradation to p-toluate
PWY-7044	5-nitroanthranilate degradation
PWY-6051	2,4,6-trinitrotoluene degradation
PWY-2381	4-nitrobenzoate degradation
PWY-5648	2-nitrobenzoate degradation II
PWY-5642	2,4-dinitrotoluene degradation
PWY-5643	2,6-dinitrotoluene degradation
PWY-5645	4-chloronitrobenzene degradation
PWY-5640	nitrobenzene degradation II
PWY-5637	nitrobenzene degradation I
PWY-5641	2-nitrotoluene degradation
PWY-5644	4-nitrotoluene degradation II
P421-PWY	4-nitrotoluene degradation I
QUINATEDEG-PWY	quinate degradation I
PWY-6416	quinate degradation II
PWY-6224	salicylate degradation II
PWY-6636	salicylate degradation III
PWY-6183	salicylate degradation I
PWY-6640	salicylate degradation IV
P3-PWY	gallate degradation III (anaerobic)
GALLATE-DEGRADATION-II-PWY	gallate degradation I
GALLATE-DEGRADATION-I-PWY	gallate degradation II
2AMINOBENZDEG-PWY	anthranilate degradation III (anaerobic)
PWY-6079	anthranilate degradation I (aerobic)
PWY-6077	anthranilate degradation II (aerobic)
PWY-6504	anthranilate degradation IV (aerobic)
PWY-7097	vanillin and vanillate degradation I
PWY-7098	vanillin and vanillate degradation II
PWY-722	nicotinate degradation I
PWY-5055	nicotinate degradation III
PWY-5033	nicotinate degradation II
PWY-283	benzoate degradation II (aerobic and anaerobic)
PWY-2503	benzoate degradation I (aerobic)
PWY-5419	catechol degradation to 2-oxopent-4-enoate II
P183-PWY	catechol degradation to 2-oxopent-4-enoate I
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to beta-ketoadipate
PWY0-1527	curcumin degradation
PWY-7114	tea aroma glycosidic precursor bioactivation
PWY-6995	5-hydroxymethylfurfural degradation
PWY-6667	resveratrol degradation
PWY-7113	furcatin degradation
PWY-6848	rutin degradation
PWY-6996	daidzin and daidzein degradation
PWY-7133	quercetin glucoside degradation (Allium)
PWY-7134	rutin degradation (plants)
PWY0-1261	1,6-anhydro-N-acetylmuramic acid recycling
PWY-6507	5-dehydro-4-deoxy-D-glucuronate degradation
PWY0-521	fructoselysine and psicoselysine degradation
PWY-4101	sorbitol degradation I
P562-PWY	myo-inositol degradation
MANNIDEG-PWY	mannitol degradation I
PWY-6531	mannitol cycle
SORBDEG-PWY	sorbitol degradation II
RIBITOLUTIL-PWY	ribitol degradation
LARABITOLUTIL-PWY	xylitol degradation
DARABITOLUTIL-PWY	D-arabitol degradation
GALACTITOLCAT-PWY	galactitol degradation
PWY-1741	indole-3-acetyl-ester conjugate biosynthesis
PWY-4781	phytate degradation II
PWY-4702	phytate degradation I
GALACTCAT-PWY	D-galactonate degradation
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)
PWY0-1306	L-galactonate degradation
IDNCAT-PWY	L-idonate degradation
PWY-5525	D-glucuronate degradation I
GLUCUROCAT-PWY	beta-D-glucuronide and D-glucuronate degradation
PWY-6501	D-glucuronate degradation II
PWY-6497	D-galactarate degradation II
GALACTARDEG-PWY	D-galactarate degradation I
PWY-6499	D-glucarate degradation II
GLUCARDEG-PWY	D-glucarate degradation I
GALACTUROCAT-PWY	D-galacturonate degradation I
PWY-6491	D-galacturonate degradation III
PWY-6486	D-galacturonate degradation II
GLUAMCAT-PWY	N-acetylglucosamine degradation I
PWY-31	canavanine degradation
PWY-5706	alliin degradation
PWY-5708	ethiin degradation
PWY-5461	betanidin degradation
PWY-6999	theophylline degradation
PWY-6552	caffeine degradation I (main, plants)
PWY-6633	caffeine degradation V (bacteria, to trimethylurate)
PWY-6538	caffeine degradation III (bacteria, via demethylation)
PWY-6553	caffeine degradation II
PWY-6684	glucosinolate breakdown (via thiocyanate-forming protein)
PWY-5267	glucosinolate breakdown
PWYQT-4476	indole glucosinolate breakdown (insect chewing induced)
PWYQT-4477	indole glucosinolate breakdown (active in intact plant cell)
PWY-7092	neolinustatin bioactivation
PWY-7089	taxiphyllin bioactivation
PWY-6002	lotaustralin degradation
PWY-5976	dhurrin degradation
PWY-7093	vicianin bioactivation
PWY-6011	amygdalin and prunasin degradation
PWY-3121	linamarin degradation
PWY-7091	linustatin bioactivation
PWY-6412	ginsenoside degradation II
PWY-6411	ginsenoside degradation I
6-HYDROXYCINEOLE-DEGRADATION-PWY	1,8-cineole degradation
PWY-6672	cis-genanyl-CoA degradation
PWY-6413	ginsenoside degradation III
PWY-6670	citronellol degradation
PWY-6678	geraniol and nerol degradation
PWY-6989	(-)-camphor degradation
P601-PWY	(+)-camphor degradation
PWY-5927	(4S)-carveol and (4S)-dihydrocarveol degradation
PWY-5922	(4R)-carveol and (4R)-dihydrocarveol degradation
PWY-5923	limonene degradation I (D-limonene)
PWY-6526	limonene degradation III (to perillate)
PWY-5924	limonene degradation II (L-limonene)
PWY0-1296	purine ribonucleosides degradation
PWY-5497	purine nucleobases degradation II (anaerobic)
PWY-6019	pseudouridine degradation
PWY-7179	purine deoxyribonucleosides degradation
P164-PWY	purine nucleobases degradation I (anaerobic)
PWY-6596	adenosine nucleotides degradation I
PWY-6617	adenosine nucleotides degradation III
SALVADEHYPOX-PWY	adenosine nucleotides degradation II
PWY-5532	adenosine nucleotides degradation IV
PWY-6608	guanosine nucleotides degradation III
PWY-6606	guanosine nucleotides degradation II
PWY-6607	guanosine nucleotides degradation I
PWY-6430	thymine degradation
PWY0-1471	uracil degradation III
PWY-6426	uracil degradation II (oxidative)
PWY-7177	UTP and CTP dephosphorylation II
PWY-7185	UTP and CTP dephosphorylation I
PWY0-1295	pyrimidine ribonucleosides degradation
PWY-7181	pyrimidine deoxyribonucleosides degradation
PWY-6756	S-methyl-5-thioadenosine degradation II
PWY-6754	S-methyl-5-thioadenosine degradation I
PWY-6753	S-methyl-5-thioadenosine degradation III
PWY0-1391	S-methyl-5-thioadenosine degradation IV
PWY0-1477	ethanolamine utilization
PWY-7085	triethylamine degradation
PWY-6181	histamine degradation
PWY-5736	isopropylamine degradation
PWY-6968	trimethylamine degradation
PWY-3661	glycine betaine degradation
PWY6666-2	dopamine degradation
P561-PWY	stachydrine degradation
PWY0-1324	N-acetylneuraminate and N-acetylmannosamine degradation
PWY-6967	methylamine degradation I
PWY-6965	methylamine degradation II
PWY-3721	choline degradation II
PWY-7167	choline degradation III
PWY-0	putrescine degradation III
PUTDEG-PWY	putrescine degradation I
PWY-3	putrescine degradation V
PWY0-1221	putrescine degradation II
PWY-2	putrescine degradation IV
PWY-6535	4-aminobutyrate degradation I
PWY-6536	4-aminobutyrate degradation III
PWY-6537	4-aminobutyrate degradation II
PWY-5022	4-aminobutyrate degradation V
PWY-6473	4-aminobutyrate degradation IV
PWY-3641	carnitine degradation III
CARNMET-PWY	carnitine degradation I
PWY-3602	carnitine degradation II
PWY-5703	urea degradation I
PWY-5704	urea degradation II
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)
CRNFORCAT-PWY	creatinine degradation I
PWY-4741	creatinine degradation III
PWY-4722	creatinine degradation II
PWY-6117	spermine and spermidine degradation I
PWY-6440	spermine and spermidine degradation II
PWY-6441	spermine and spermidine degradation III
P161-PWY	acetylene degradation
P481-PWY	adamantanone degradation
P621-PWY	nylon-6 oligomer degradation
P401-PWY	cyanide degradation
PWY66-241	bupropion degradation
PWY-6518	glycocholate metabolism (bacteria)
P221-PWY	octane oxidation
PWY-5744	glyoxylate assimilation
P344-PWY	acrylonitrile degradation
P201-PWY	nitroglycerin degradation
P482-PWY	arsonoacetate degradation
7ALPHADEHYDROX-PWY	cholate degradation (bacteria, anaerobic)
PWY-7112	4-hydroxy-2-nonenal detoxification
PWY-723	alkylnitronates degradation
PWY-4061	glutathione-mediated detoxification I
PWY-6377	alpha-tocopherol degradation
PWY-5355	nitroethane degradation
PWY-743	thiocyanate degradation II
P581-PWY	thiocyanate degradation I
PWY-1164	carbon disulfide oxidation I (anaerobic)
PWY-5336	carbon disulfide oxidation II (aerobic)
PWY66-221	nicotine degradation III
PWY-7128	nicotine degradation V
PWY66-201	nicotine degradation IV
P181-PWY	nicotine degradation I
PWY-6993	nicotine degradation II
PWY-6038	citrate degradation
GLUCONSUPER-PWY	D-gluconate degradation
PWY-5177	glutaryl-CoA degradation
PWY-5074	mevalonate degradation
PWY-6373	acrylate degradation
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA
PWY-301	cyclohexane-1-carboxylate degradation (anaerobic)
PWY-5749	itaconate degradation
PWY0-1313	acetate conversion to acetyl-CoA
PWY-6021	nitrilotriacetate degradation
PWY-2361	3-oxoadipate degradation
PWY-5162	2-oxopentenoate degradation
PWY-804	glycolate degradation II
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate
PWY-5652	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA
PWY-5534	propylene degradation
PWY0-1465	D-malate degradation
PROPIONMET-PWY	methylmalonyl pathway
PWY-5747	2-methylcitrate cycle II
PWY0-42	2-methylcitrate cycle I
PWY0-43	conversion of succinate to propionate
PWY-5794	malonate degradation I (biotin-independent)
PWY-6060	malonate degradation II (biotin-dependent)
PWY-6698	oxalate degradation V
PWY-6696	oxalate degradation III
PWY-6694	oxalate degradation I
PWY-6697	oxalate degradation IV
PWY-6695	oxalate degradation II
2OXOBUTYRATECAT-PWY	2-oxobutanoate degradation II
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)
PWY-6959	L-ascorbate degradation V
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)
PWY-6960	L-ascorbate degradation III
PWY-6704	L-ascorbate degradation IV
GLYCOLATEMET-PWY	glycolate and glyoxylate degradation I
GLYOXDEG-PWY	glycolate and glyoxylate degradation II
PWY-6649	glycolate and glyoxylate degradation III
PWY0-1312	acetate formation from acetyl-CoA I
PWY-5536	acetate formation from acetyl-CoA III (succinate)
PWY-5535	acetate formation from acetyl-CoA II
LIPAS-PWY	triacylglycerol degradation
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	sophorolipid degradation
PWY-6483	ceramide degradation
PWY-6111	mitochondrial L-carnitine shuttle pathway
PWY-6368	3-phosphoinositide degradation
PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
PWY-7119	sphingolipid recycling and degradation (yeast)
ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)
PWY6666-1	anandamide degradation
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY66-391	fatty acid beta-oxidation VI (peroxisome)
PWY-5136	fatty acid beta-oxidation II (peroxisome)
PWY-5137	fatty acid beta-oxidation III (unsaturated, odd number)
PWY66-387	fatty acid alpha-oxidation II
PWY-2724	alkane oxidation
PWY0-1337	oleate beta-oxidation
PWY-5138	unsaturated, even numbered fatty acid beta-oxidation
PWY66-388	fatty acid alpha-oxidation III
FAO-PWY	fatty acid beta-oxidation I
PWY-2501	fatty acid alpha-oxidation I
PWY-5533	acetone degradation II (to acetoacetate)
PWY-5451	acetone degradation I (to methylglyoxal)
PWY-5386	methylglyoxal degradation I
PWY-5462	methylglyoxal degradation VIII
PWY-5458	methylglyoxal degradation V
PWY-5453	methylglyoxal degradation III
PWY-5456	methylglyoxal degradation VII
PWY-901	methylglyoxal degradation II
MGLDLCTANA-PWY	methylglyoxal degradation VI
PWY0-1315	L-lactaldehyde degradation (anaerobic)
PWY0-1317	L-lactaldehyde degradation (aerobic)
GAMMAHEXCHLORDEG-PWY	gamma-hexachlorocyclohexane degradation
PCEDEG-PWY	tetrachloroethene degradation
PCPDEG-PWY	pentachlorophenol degradation
12DICHLORETHDEG-PWY	1,2-dichloroethane degradation
PWY-5822	trichloroethylene degradation
PWY-5372	carbon tetrachloride degradation II
PWY-5370	carbon tetrachloride degradation I
CO2FORM-PWY	methanogenesis from methanol
PWY-1881	formate oxidation to CO2
PWY-1723	formaldehyde oxidation VI (H4MPT pathway)
PWY-1722	formaldehyde oxidation V (tetrahydrofolate pathway)
PWY1G-170	formaldehyde oxidation III (mycothiol-dependent)
RUMP-PWY	formaldehyde oxidation I
FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)
PWY-1801	formaldehyde oxidation II (glutathione-dependent)
PWY-5493	reductive monocarboxylic acid cycle
PWYQT-4429	CO2 fixation into oxaloacetate (anapleurotic)
CODH-PWY	reductive acetyl coenzyme A pathway
PWY-5743	3-hydroxypropionate cycle
PWY-5789	3-hydroxypropionate/4-hydroxybutyrate cycle
PWY-5392	reductive TCA cycle II
P42-PWY	incomplete reductive TCA cycle
P23-PWY	reductive TCA cycle I
PWY-1622	formaldehyde assimilation I (serine pathway)
PWY-1861	formaldehyde assimilation II (RuMP Cycle)
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)
PWY-6742	methane oxidation to methanol II
PWY-1641	methane oxidation to methanol I
PWY-6510	methanol oxidation to formaldehyde II
PWY-6966	methanol oxidation to formaldehyde I
PWY-5506	methanol oxidation to formaldehyde IV
PWY-6509	methanol oxidation to formaldehyde III
PWY-6028	acetoin degradation
PWY-7130	L-glucose degradation
P302-PWY	L-sorbose degradation
MALTOSECAT-PWY	maltose degradation
PWY4FS-12	VTC2 cycle
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
NPGLUCAT-PWY	Entner-Doudoroff pathway II (non-phosphorylative)
PWY0-1309	chitobiose degradation
PWY-6527	stachyose degradation
FUCCAT-PWY	fucose degradation
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)
PWY-1081	homogalacturonan degradation
PWY0-1301	melibiose degradation
LYXMET-PWY	L-lyxose degradation
PWY0-44	D-allose degradation
MANNCAT-PWY	D-mannose degradation
PWY-7077	N-acetyl-D-galactosamine degradation
PWY0-1300	2-O-alpha-mannosyl-D-glycerate degradation
PWY0-1314	fructose degradation
RIBOKIN-PWY	ribose degradation
PWY4FS-13	extended VTC2 cycle
PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation
PWY-3861	mannitol degradation II
P124-PWY	Bifidobacterium shunt
LACTOSEUTIL-PWY	lactose degradation II
BGALACT-PWY	lactose degradation III
LACTOSECAT-PWY	lactose and galactose degradation I
PWY-6760	xylose degradation III
PWY-5516	xylose degradation II
XYLCAT-PWY	xylose degradation I
PWY-2721	trehalose degradation III
TREDEGLOW-PWY	trehalose degradation I (low osmolarity)
PWY-2722	trehalose degradation IV
PWY-2723	trehalose degradation V
PWY0-1466	trehalose degradation VI (periplasmic)
PWY0-1182	trehalose degradation II (trehalase)
PWY-6713	L-rhamnose degradation II
PWY-6714	L-rhamnose degradation III
RHAMCAT-PWY	L-rhamnose degradation I
PWY66-373	sucrose degradation V (mammalian)
PWY-621	sucrose degradation III
SUCROSEUTIL2-PWY	sucrose degradation II
SUCUTIL-PWY	sucrose degradation I
PWY-5384	sucrose degradation IV
PWY-5517	L-arabinose degradation III
ARABCAT-PWY	L-arabinose degradation I
PWY-5515	L-arabinose degradation II
PWY-6317	galactose degradation I (Leloir pathway)
GALDEG-PWY	galactose degradation II
PWY-6693	galactose degradation IV
PWY-5519	D-arabinose degradation III
DARABCATK12-PWY	D-arabinose degradation I
DARABCAT-PWY	D-arabinose degradation II
PWY-6972	oleandomycin activation/inactivation
PWY-4441	DIMBOA-glucoside activation
PWY-6900	(Z)-butanethiol-S-oxide biosynthesis
DETOX1-PWY	superoxide radicals degradation
PWY-6997	furfural degradation
PWY-2261	ascorbate glutathione cycle
PWY-6646	fluoroacetate degradation
PWY-6842	glutathione-mediated detoxification II
PWY1G-1	mycothiol-mediated detoxification
P641-PWY	phenylmercury acetate degradation
PWY0-1305	glutamate dependent acid resistance
PWY0-1299	arginine dependent acid resistance
PWY-7142	cyanide detoxification II
PWY-6828	linezolid resistance
PWY-7096	triclosan resistance
PWY-6421	arsenate detoxification III (mycothiol)
PWY-4621	arsenate detoxification II (glutaredoxin)
PWY-4202	arsenate detoxification I (glutaredoxin)
PWY-4521	arsenite oxidation (respiratory)
PWY-7102	bisabolene biosynthesis
GLYOXYLATE-BYPASS	glyoxylate cycle
PWY-7126	ethylene biosynthesis IV
PWY-7007	methyl ketone biosynthesis
PWY-6871	3-methylbutanol biosynthesis
PWY-6883	pyruvate fermentation to butanol II
PWY0-1517	sedoheptulose bisphosphate bypass
PWY-7178	ethylene glycol biosynthesis
PWY-5197	lactate biosynthesis (archaea)
ENTNER-DOUDOROFF-PWY	Entner-Doudoroff pathway I
PWY-6873	long chain fatty acid ester synthesis for microdiesel production
PWY-6876	isopropanol biosynthesis
PWY-7118	chitin degradation to ethanol
PWY-5723	Rubisco shunt
PWY-6938	NADH repair
PWY-6992	1,5-anhydrofructose degradation
PWY-6859	all-trans-farnesol biosynthesis
PWY-6728	methylaspartate cycle
PWY-5741	ethylmalonyl pathway
PWY0-1335	NADH to cytochrome bo oxidase electron transfer
PWY0-1356	formate to dimethyl sulfoxide electron transfer
PWY0-1348	NADH to dimethyl sulfoxide electron transfer
PWY0-1336	NADH to fumarate electron transfer
PWY0-1347	NADH to trimethylamine N-oxide electron transfer
PWY0-1334	NADH to cytochrome bd oxidase electron transfer
PWY0-1329	succinate to cytochrome bo oxidase electron transfer
PYRUVOX-PWY	pyruvate oxidation pathway
PWY0-1355	formate to trimethylamine N-oxide electron transfer
PWY0-1544	proline to cytochrome bo oxidase electron transfer
PWY0-1353	succinate to cytochrome bd oxidase electron transfer
PWY66-368	ketolysis
PWY66-367	ketogenesis
PWY-6118	glycerol-3-phosphate shuttle
P341-PWY	glycolysis V (Pyrococcus)
PWY66-400	glycolysis VI (mammalian)
GLYCOLYSIS	glycolysis I
ANAGLYCOLYSIS-PWY	glycolysis III (glucokinase)
PWY-5484	glycolysis II (from fructose-6P)
PWY-1042	glycolysis IV (plant cytosol)
PWY-6529	chlorate reduction
PWY-6530	perchlorate reduction
ANARESP1-PWY	respiration (anaerobic)
PWY-4601	arsenate reduction (respiratory)
PWY-3781	aerobic respiration (cytochrome c)
PWY-4302	aerobic respiration (alternative oxidase pathway)
TCA	TCA cycle I (prokaryotic)
PWY-5913	TCA cycle VI (obligate autotrophs)
PWY66-398	TCA cycle VII (mammalian)
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)
PWY-5690	TCA cycle II (plants and fungi)
REDCITCYC	TCA cycle III (helicobacter)
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)
P282-PWY	nitrite oxidation
P301-PWY	galena oxidation
PWY-6512	hydrogen oxidation III (anaerobic, NADP)
P283-PWY	hydrogen oxidation I (aerobic)
PWY-5382	hydrogen oxidation II (aerobic, NAD)
PWY-5677	succinate fermentation to butyrate
PWY-6583	pyruvate fermentation to butanol I
PWY-6863	pyruvate fermentation to hexanol
FERMENTATION-PWY	mixed acid fermentation
P122-PWY	heterolactic fermentation
PWY-5951	(R,R)-butanediol biosynthesis
PWY-6392	meso-butanediol biosynthesis II
PWY-6390	(S,S)-butanediol biosynthesis
PWY-6391	meso-butanediol biosynthesis I
P108-PWY	pyruvate fermentation to propionate I
CENTFERM-PWY	pyruvate fermentation to butanoate
PWY-5481	pyruvate fermentation to lactate
PWY-7111	pyruvate fermentation to isobutanol
PWY-5486	pyruvate fermentation to ethanol II
PWY-5768	pyruvate fermentation to acetate VIII
PWY-6588	pyruvate fermentation to acetone
PWY-5482	pyruvate fermentation to acetate II
PWY-6587	pyruvate fermentation to ethanol III
PWY-5494	pyruvate fermentation to propionate II (acrylate pathway)
PWY-5480	pyruvate fermentation to ethanol I
PWY-5939	(R)-acetoin biosynthesis II
PWY-5938	(R)-acetoin biosynthesis I
PWY3O-440	acetoin biosynthesis III
PWY-6389	(S)-acetoin biosynthesis
PWY-5172	acetyl-CoA biosynthesis III (from citrate)
PWY-6970	acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase)
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type
PWY-101	photosynthesis light reactions
PWY-181	photorespiration
PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type
P21-PWY	pentose phosphate pathway (partial)
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
PWY-5247	methanogenesis from methylamine
METHFORM-PWY	methyl-coenzyme M reduction to methane
PWY-5259	methanogenesis from methanethiol
METHANOGENESIS-PWY	methanogenesis from CO2
PWY-5209	methyl-coenzyme M oxidation to CO2
PWY-5250	methanogenesis from trimethylamine
PWY-5248	methanogenesis from dimethylamine
