RXN	1_upper_euphotic	6_upper_euphotic	2_chlorophyllmax	3_below_euphotic	5_uppermesopelagic	7_omz	4_deepabyss
2-NITROPROPANE-DIOXYGENASE-RXN	0.954242509	0.602059991	0.602059991	0.301029996	0.698970004	0.477121255	0.477121255
2.1.1.138-RXN	0	0	0	0.301029996	0	0	0
ACYLCOADEHYDROG-RXN	1.431363764	1.51851394	1.230448921	1.204119983	1.447158031	1.230448921	1.505149978
6-HYDROXYNICOTINATE-REDUCTASE-RXN	0.301029996	0	0	0	0	0	0
PHENOL-2-MONOOXYGENASE-RXN	0	0.301029996	0	0.301029996	0	0	0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	0	0	0	0	0	0	0.301029996
RXN0-745	0	0	0	0	0	0	0.477121255
FORMALDEHYDE-DEHYDROGENASE-RXN	0	0	0	0	0.301029996	0	0
RXN-7904	1.079181246	1.146128036	1.041392685	1.041392685	1.230448921	1.278753601	1.322219295
SUCC-FUM-OXRED-RXN	0.903089987	0.477121255	0.602059991	0.301029996	0.602059991	1.041392685	0.77815125
O-SUCCINYLBENZOATE-COA-LIG-RXN	0	0	0.301029996	0	0	0.477121255	0
3.6.3.4-RXN	0	0	0	0	0	0	0.477121255
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	0.477121255	0	0	0	0	0.477121255	0
RXN-9514	0.301029996	0	0	0	0	0	0
RXN1F-357	0.301029996	0	0.301029996	0	0	0	0
RXN-12184	0	0.301029996	0	0	0	0	0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0	0	0	0	0.301029996	0.301029996	0.301029996
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	0.301029996	0	0.301029996	0	0	0.301029996	0
RXN-8781	0	0.301029996	0.301029996	0	0	0.301029996	0
N-ACETYLNEURAMINATE-SYNTHASE-RXN	0.301029996	0.602059991	0.477121255	0.301029996	0.301029996	0.602059991	0.602059991
SPERMIDINESYN-RXN	0	0.301029996	0	0	0.477121255	0.477121255	0.602059991
METHYLACYLYLCOA-HYDROXY-RXN	1.230448921	1.322219295	1.079181246	0.903089987	1.146128036	1.204119983	1.278753601
RXN0-5258	0	0	0.301029996	0	0	0	0
PROTOPORGENOXI-RXN	0	0	0	0.301029996	0	0	0
RXN0-884	0.301029996	0	0.477121255	0.698970004	0.477121255	0.954242509	0.84509804
RXN-9987	0	0	0	0.698970004	0.301029996	0.301029996	0.301029996
1.1.1.127-RXN	0	0	0	0	0.301029996	0	0
RXN-7719	0	0	0	0.84509804	0.903089987	1.113943352	1
ACONITATEHYDR-RXN	0.477121255	0.954242509	0.903089987	1	1	0.903089987	0.903089987
1.5.1.20-RXN	0.301029996	0.477121255	0.301029996	0	0	0.477121255	0.84509804
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	0	0.301029996	0.301029996	0	0	0	0
GPH-RXN	0	0	0	0	0	0.477121255	0
SHIKIMATE-PQQ-RXN	0	0.301029996	0.301029996	0.301029996	0	0	0.77815125
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	0	0.301029996	0	0	0	0.602059991	0.602059991
UDPGLCNACEPIM-RXN	0	0	0	0.698970004	0.301029996	0.301029996	0.301029996
DGDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
GLUTAMATE-DEHYDROGENASE-RXN	0.301029996	0.477121255	0.301029996	0.477121255	0.477121255	0.477121255	0.698970004
RXN-9540	0.301029996	0	0	0	0	0	0
CDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
RXN-8730	0.301029996	0	0	0	0	0	0
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	0.301029996	0.477121255	0.301029996	0.602059991	0.301029996	0.477121255	0.301029996
FORMYLTHFDEFORMYL-RXN	0.602059991	0	0.301029996	0	0	0.602059991	0.477121255
MALONYL-COA-ACP-TRANSACYL-RXN	0	0.602059991	0.301029996	0.301029996	0	0	0.301029996
CYSPH-RXN	0.301029996	0.301029996	0.301029996	0	0.477121255	0	0.301029996
PGPPHOSPHA-RXN	0.301029996	0	0	0	0	0.301029996	0
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	0.602059991	0.954242509	0.602059991	0.84509804	0.954242509	0.954242509	0.84509804
FATTY-ACYL-COA-SYNTHASE-RXN	0	0.301029996	0	0	0	0	0
RXN0-5507	0.301029996	0	0.477121255	0	0	0	0
ACYLCOASYN-RXN	1.079181246	1.176091259	1.079181246	1.041392685	1.230448921	1.278753601	1.322219295
25-DIOXOVALERATE-DEHYDROGENASE-RXN	0	0.301029996	0	0.301029996	0.301029996	0	0
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	0.301029996	0.477121255	0.301029996	0.602059991	0.301029996	0.301029996	0.602059991
RXN-5282	0.301029996	0	0	0	0	0	0
PEPSYNTH-RXN	0.477121255	0.301029996	0	0	0.477121255	0.477121255	0
ARYLDIALKYL-PHOSPHATASE-RXN	0	0	0	0	0	0.301029996	0.301029996
RXN-5682	0.301029996	0.301029996	0	0	0	0	0
GLYCERATE-DEHYDROGENASE-RXN	0	0	0	0	0	0.477121255	0
ACETYLSYNCLTH-RXN	0.477121255	0.698970004	0	0.698970004	0.84509804	0.903089987	0.903089987
DIMETHYLGLYCINE-DEHYDROGENASE-RXN	0	0	0	0	0.602059991	0	0
N-ACETYLGLUCOSAMINE-KINASE-RXN	0	0	0	0	0.477121255	0	0
ALPHAGALACTOSID-RXN	0	0	0	0	0	0.301029996	0
R502-RXN	0.301029996	0	0	0	0.477121255	0.602059991	0
KDGALDOL-RXN	0	0	0	0.301029996	0.301029996	0	0
GDPREDUCT-RXN	0.301029996	0.477121255	0.602059991	0	0.301029996	0	0
PANTEPADENYLYLTRAN-RXN	0	0.477121255	0	0.301029996	0.301029996	0.301029996	0.477121255
RXN-9086	0.301029996	0	0	0	0.477121255	0	0
P-PANTOCYSLIG-RXN	0	0	0	0	0.301029996	0	0.301029996
DHLAXANAU-RXN	0.301029996	0	0	0	0.477121255	0	0
1.2.1.9-RXN	0.301029996	0.602059991	0.602059991	0.301029996	0	0.602059991	0.84509804
5-METHYLTHIORIBOSE-KINASE-RXN	0.301029996	0.301029996	0	0	0	0	0
5.3.3.10-RXN	0	0	0	0.477121255	0	0	0.477121255
ADPREDUCT-RXN	0.301029996	0.477121255	0.602059991	0	0.301029996	0	0
PYRUVATE-CARBOXYLASE-RXN	0.301029996	0.301029996	0	0	0.301029996	0.301029996	0.301029996
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	0	0	0	0	0	0.477121255	0
CYTIDINEKIN-RXN	0	0	0	0	0	0.301029996	0
MONOPHENOL-MONOOXYGENASE-RXN	0.477121255	0	0	0.301029996	0	0.301029996	0.301029996
RXN0-1342	0.477121255	0.477121255	0	0.77815125	0.602059991	0.698970004	0.301029996
GLUTAMATESYN-RXN	1.176091259	1.113943352	0.954242509	1.079181246	0.698970004	1.079181246	1.041392685
R309-RXN	0	0	0	0	0	0.301029996	0.301029996
UDPNACETYLMURAMATEDEHYDROG-RXN	0.301029996	0.301029996	0	0	0.301029996	0	0.477121255
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	0	0	0	0.301029996	0	0	0
N-CARBAMOYLSARCOSINE-AMIDASE-RXN	0	0.301029996	0	0	0	0	0
DTDPGLUCDEHYDRAT-RXN	0.301029996	0.301029996	0	0.301029996	0.477121255	0.602059991	0.301029996
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	0	0.301029996	0.301029996	0.301029996	0	0.301029996	0.301029996
URPHOS-RXN	0	0	0.301029996	0	0	0	0
DLACTDEHYDROGNAD-RXN	0.301029996	0	0	0.301029996	0.301029996	0	0.301029996
METHELENE-THMPT-OXI-RXN	0.301029996	0	0.301029996	0.301029996	0.301029996	0.903089987	0.301029996
NICOTINATEPRIBOSYLTRANS-RXN	0.301029996	0.477121255	0	0.698970004	0.301029996	0.301029996	0
PORPHOBILSYNTH-RXN	0.477121255	0.477121255	0	0.602059991	0.602059991	0.602059991	0.698970004
METHYLENETHFDEHYDROG-NADP-RXN	0.301029996	0.477121255	0	0.301029996	0	0.602059991	0.477121255
RXN-8351	0	0	0	0	0.301029996	0	0
5.3.1.17-RXN	0	0	0	0	0	0	0.301029996
AKBLIG-RXN	0	0.301029996	0	0	0	0.602059991	0.301029996
